beer_beerid,beer_name,brewery_name,review_overall,review_aroma,review_appearance,beer_style,review_palate,review_taste,beer_abv
35477,Trainwreck Organic Barleywine Style Ale,Butte Creek Brewing Company,5,4,5,American Barleywine,5,5,10.6
34470,Stone Old Guardian Barley Wine Style Ale 1999,Stone Brewing Co.,5,4.5,4.5,American Barleywine,4.5,4.5,10.58
12698,1701 Tricentennial Barleywine,Oggi's Pizza & Brewing Co.,3,2.5,2,American Barleywine,2.5,3,10.5
45227,Amager Mikkeller Kølle,Amager Bryghus,4.5,4.5,4,American Barleywine,4.5,4.5,10.5
50029,Amager Mikkeller Trækølle,Amager Bryghus,4.5,4.5,4,American Barleywine,4.5,4,10.5
40691,Auld Persnickety Barleywine Ale,Steffans Aldergrove Brewery,4.5,4,4,American Barleywine,4,4.5,10.5
18605,Barley Wine,Flying Bison Brewing Company,5,4,4,American Barleywine,4.5,4.5,10.5
48325,Bell's Batch 2000,"Bell's Brewery, Inc.",5,5,5,American Barleywine,5,5,10.5
13724,Bell's Batch 6000,"Bell's Brewery, Inc.",5,4.5,4,American Barleywine,5,5,10.5
5239,Brewer's Alley Barleywine,Brewer's Alley Restaurant & Brewery,4,4,3.5,American Barleywine,4,3.5,10.5
40668,BrewMan's Barleywine,Little Apple Brewing Company,4,4,3.5,American Barleywine,4,4.5,10.5
42629,Buffalo Head Barley Wine,Kassik's Kenai Brew Stop,5,4.5,4,American Barleywine,4,4.5,10.5
67862,Cabernet Blue-Belly Barleywine,Ladyface Ale Companie,4,3.5,4,American Barleywine,3.5,3.5,10.5
29562,Capital City El Gigante,Capitol City Brewing,4.5,4,4,American Barleywine,4,4,10.5
75884,Emelisse Barley Wine Ale - Jack Daniels Barrel Aged,Bierbrouwerij Grand-Café  Emelisse,4.5,4.5,4,American Barleywine,4.5,4.5,10.5
8622,Franklinstein Barleywine,"Franklin's Restaurant, Brewery & General Store",4,3.5,4,American Barleywine,5,4,10.5
31619,Frog Island Spruce Ale (brewed By Dark Horse),Dark Horse Brewing Company,4,3.5,4.5,American Barleywine,4,4,10.5
34770,Gourmetbryggeriet Barley Brew,Gourmetbryggeriet,4,3.5,3.5,American Barleywine,4.5,4,10.5
46641,Oak Aged Old Tom,Iron Hill Brewery & Restaurant,5,5,4,American Barleywine,4.5,4.5,10.5
47979,Old DQ,Rubicon Brewing Company,3.5,5,3.5,American Barleywine,3.5,3.5,10.5
47476,Olde Bluehair - Barrel Aged,Big Sky Brewing Company,5,4.5,4,American Barleywine,4,4.5,10.5
35926,Pacific Rim Castaway 2005,Pacific Rim Brewing Co.,4.5,4,4,American Barleywine,4.5,4.5,10.5
14734,Quintessence,Brasserie Dieu Du Ciel,5,5,4,American Barleywine,4.5,4.5,10.5
29163,Ringneck 2005 FOTB Bourbon Aged Barley Wine,The Brew Kettle Taproom & Smokehouse / Production Works,4.5,4,4,American Barleywine,4.5,5,10.5
10326,Shenandoah Millenium Ale / Sneaky Pete's Barleywine,Shenandoah Brewing Co.,4,4.5,4,American Barleywine,4,3.5,10.5
55124,Sled Wreck Winter Ale,Barley Brown's Brewpub,4,4,4,American Barleywine,4,4,10.5
3840,Anniversary Barley Wine,Uinta Brewing Company,5,4,4.5,American Barleywine,4.5,4.5,10.4
15894,Code Blue,Pacific Coast Brewing Company,4,4,4.5,American Barleywine,4.5,4,10.4
67808,Old Jackalope,Tenaya Creek Brewery,4,3.5,4.5,American Barleywine,4,4,10.4
60062,Old Krusher Barleywine,Sixpoint Brewery,5,4,4,American Barleywine,4.5,5,10.4
15059,Harpoon Barleywine (100 Barrel Series #04),Harpoon Brewery,5,3.5,3.5,American Barleywine,4,4,10.3
19414,Stewart's Barleywine,Stewart's Brewing Co.,4.5,4.5,4.5,American Barleywine,4.5,4.5,10.3
60474,30th Anniversary - Jack & Ken's Ale,Sierra Nevada Brewing Co.,5,3.5,4.5,American Barleywine,4.5,4,10.2
49999,Barrel Aged Chicken Killer Barley Wine,Santa Fe Brewing Company,4.5,5,4,American Barleywine,4,5,10.2
37524,Belgian Barley Wine,Great Divide Brewing Company,3.5,4,4,American Barleywine,3.5,3.5,10.2
9453,Bombshell Barleywine,Port Brewing Company / Pizza Port,4,4,3.5,American Barleywine,3.5,4,10.2
47227,Cuvée Spéciale Du Dep De La Rive,AMB - Maître Brasseur,3.5,4,4,American Barleywine,3.5,3.5,10.2
14738,Good Times Barleywine,Oggi's Pizza & Brewing Co.,4,4.5,4,American Barleywine,4,4.5,10.2
41098,Great Lakes Barley Wine,Great Lakes Brewing Company,5,4.5,5,American Barleywine,5,5,10.2
72404,Holy Confusion Barley Wine,Witch's Hat Brewing Co.,4.5,4,4.5,American Barleywine,4,4,10.2
35940,Oak Aged Old Ruffian Barley Wine,Great Divide Brewing Company,4,4,4.5,American Barleywine,4.5,4,10.2
36760,Old Aberration,Goose Island Beer Co.,4.5,4,4.5,American Barleywine,4,4,10.2
8624,Old Godfather Barley Wine-Style Ale,Speakeasy Ales & Lagers,5,4,4,American Barleywine,4.5,4.5,10.2
20931,Old Ruffian Barley Wine,Great Divide Brewing Company,5,4.5,4,American Barleywine,4.5,4.5,10.2
39276,R & R,Weyerbacher Brewing Co.,4,4,3.5,American Barleywine,3.5,3.5,10.2
34514,Schlafly Reserve - Barleywine Style Ale,Saint Louis Brewery / Schlafly Tap Room,5,4.5,4.5,American Barleywine,4.5,4.5,10.2
50853,Sweetwater Dank Tank DP Barleywine Ale,SweetWater Brewing Company,5,4,4.5,American Barleywine,5,4.5,10.2
1891,Third Coast Old Ale,"Bell's Brewery, Inc.",5,5,5,American Barleywine,5,5,10.2
37692,Twelve,Weyerbacher Brewing Co.,5,4.5,4,American Barleywine,5,4.5,10.2
56433,Bourbon Oak Aged Barleywine (2008 Reserve),Southern Oregon Brewing Company,4.5,4,3.5,American Barleywine,4.5,4.5,10.1
66418,Jumbo Love,Figure 8 Brewing,4,4,4,American Barleywine,4.5,3.5,10.1
53907,Monkey Fist Barley Wine,Growlers,3,3,4.5,American Barleywine,4.5,2.5,10.1
8049,Old Cave Dweller Barley Wine,Flat Branch Pub & Brewery,4,3.5,3.5,American Barleywine,4,3.5,10.1
71584,Snowbird Spice,Cigar City Brewing,3.5,4,4,American Barleywine,4,3.5,10.1
15617,Stone Old Guardian Barley Wine Style Ale 2004,Stone Brewing Co.,5,4.5,4.5,American Barleywine,5,5,10.06
76653,"""The Camp"" Barleywine",Squam Brewing,4,4.5,3.5,American Barleywine,4,4,10
25489,# 100,Nøgne Ø - Det Kompromissløse Bryggeri A/S,5,4.5,4.5,American Barleywine,5,4.5,10
13416,10 Squared Fish Tale Ale,Fish Brewing Company / Fishbowl Brewpub,5,3.5,4,American Barleywine,4.5,4.5,10
34324,2003 Yo-Ho Barleywine,Yo-Ho Brewing Company,4,3.5,3,American Barleywine,3.5,3.5,10
21120,AleSmith Old Numbskull - Barrel Aged,AleSmith Brewing Company,5,4,4,American Barleywine,4.5,4.5,10
54378,Andhrímnir Barley Wine,Nøgne Ø - Det Kompromissløse Bryggeri A/S,5,2.5,4.5,American Barleywine,4,4,10
53900,Anniversary Barleywine,Kutztown Tavern,4,3.5,4,American Barleywine,4,4,10
41634,Bardstown Brand Ale Aged In Bourbon Barrels,Olde Hickory Brewery,5,5,4.5,American Barleywine,4.5,5,10
63911,Barrel Aged Barleywine,Emmett's Brewing Company,4,4.5,4,American Barleywine,4.5,4.5,10
40881,BB10,Birrificio Barley,4.5,4,3.5,American Barleywine,4,4.5,10
12983,Bearly Legal Barley Wine,Thirsty Bear Brewing Company,4.5,4,4,American Barleywine,4,4,10
65410,Beer Goggles Barleywine,Wormtown Brewing Co.,4.5,4.5,5,American Barleywine,5,4.5,10
49093,Bell's Rye Barleywine,"Bell's Brewery, Inc.",4,4.5,4.5,American Barleywine,4.5,4,10
14935,Big Fish Barleywine,Flying Fish Brewing Company,5,4.5,4,American Barleywine,5,5,10
66644,Blind Pig Winter Barleywine,The Blind Pig Brewery,4.5,3.5,4.5,American Barleywine,4,4.5,10
47484,B-Line Barley Wine,Big Rock Chop & Brewhouse,4,4,3.5,American Barleywine,4,4,10
2820,Blue Point Old Howling Bastard,Blue Point Brewing Company,4.5,4,5,American Barleywine,5,4.5,10
56972,Bluebelly Barleywine,Ladyface Ale Companie,4.5,4,4,American Barleywine,4,4,10
29103,Bourbon Barley Wine,Iron Hill Brewery & Restaurant,5,4.5,4.5,American Barleywine,5,5,10
67943,Bourbon Barrel Killer Penguin,Boulder Beer / Wilderness Pub,4.5,4,4,American Barleywine,4.5,4.5,10
31126,Brandywine,Goose Island Beer Co.,4.5,4.5,4,American Barleywine,4.5,5,10
66128,Bunny's Toe,Triple Rock Brewery & Alehouse,4.5,4.5,4,American Barleywine,4,4,10
70110,Captain Swing Bourbon Barrel Aged,Hopfenstark,4,5,3.5,American Barleywine,4,3.5,10
28817,Chicken Killer Barley Wine,Santa Fe Brewing Company,5,4,4.5,American Barleywine,4.5,4,10
58020,Christmas Barleywine,Dempsey's Restaurant And Brewery,2.5,2,3,American Barleywine,3,3.5,10
38924,Columbus Batch 1000,Columbus Brewing Company,4.5,4,4,American Barleywine,4,4.5,10
55894,Columbus Creeper,Columbus Brewing Company,5,5,5,American Barleywine,5,5,10
34982,Cucapá Barleywine,Cucapá Brewing Company,4.5,4,4,American Barleywine,4.5,4.5,10
75848,Cucapá Tequila Barrel Aged Ale,Cucapá Brewing Company,4.5,3,2.5,American Barleywine,3,4,10
39769,Emmett's 2006 Barrel Aged Barley Wine,Emmett's Brewing Company,3,3,3,American Barleywine,3,3.5,10
16754,Epidurale,Goose Island Beer Co.,5,4.5,4.5,American Barleywine,4.5,5,10
3982,Fish Tale Leviathan Barleywine,Fish Brewing Company / Fishbowl Brewpub,5,4,4,American Barleywine,4.5,4.5,10
75867,Foggy Notion,Mother's Brewing Company,4,4,3,American Barleywine,4.5,4.5,10
40151,Grand Illumination,Williamsburg AleWerks,5,4,4,American Barleywine,4.5,4,10
73331,Green Card Barleywine,Cucapá Brewing Company,4,3.5,4,American Barleywine,3,4,10
22504,Green Flash Anniversary Ale 2004,Green Flash Brewing Co.,4.5,3.5,5,American Barleywine,3.5,4.5,10
15241,Heartland Brewery Full Moon Barleywine,Heartland Brewery Union Square,4.5,3.5,3.5,American Barleywine,4,4,10
67222,Hellshire I,Oakshire Brewing,4.5,4.5,4,American Barleywine,4,4,10
76679,Jopen Stripbier 2010; Zwaar Werkbier,Jopen Bier BV Haarlem,4.5,4,4.5,American Barleywine,4,4.5,10
8742,Joybring Barleywine,Little Apple Brewing Company,5,3,4,American Barleywine,2,3.5,10
9845,Killer Penguin Barleywine,Boulder Beer / Wilderness Pub,5,3.5,4,American Barleywine,4.5,4,10
51880,Leviathan (Merlot Barrel Aged),Fish Brewing Company / Fishbowl Brewpub,5,4.5,4.5,American Barleywine,4.5,4.5,10
65896,Midwinter Warmer,Equinox Brewing Company,3.5,4,4,American Barleywine,3,3.5,10
71918,Mojo,Jaden James Brewery,3,3.5,3.5,American Barleywine,4,3,10
50965,Ode To Spooky Vanilla Sour Barlywine,Right Brain Brewery,5,4.5,4,American Barleywine,4.5,4.5,10
51815,Ol' Lickspigot Barleywine,Calapooia Brewing Company,3.5,3.5,3.5,American Barleywine,3.5,3.5,10
63652,Old Blarney (Port Barrel With Dates),Moylan's Brewery,3.5,3.5,3,American Barleywine,3.5,3.5,10
2874,Old Blarney Barleywine,Moylan's Brewery,5,4.5,4,American Barleywine,4.5,5,10
67517,Old Blarney Barleywine - Bourbon Barrel Aged,Moylan's Brewery,3.5,4,4.5,American Barleywine,4,4,10
67858,Old Blarney Barleywine - Brandy Barrel Aged,Moylan's Brewery,3,3.5,4,American Barleywine,3.5,3,10
68295,Old Blarney Barleywine - Port Barrel Aged,Moylan's Brewery,1.5,2.5,3.5,American Barleywine,3,1.5,10
43819,Old Grumpy,Fish Brewing Company / Fishbowl Brewpub,4.5,4.5,4,American Barleywine,5,4.5,10
9189,Old Tom Barleywine,Iron Hill Brewery & Restaurant,4.5,4,4,American Barleywine,3.5,4,10
42513,Olde Hickory Bardstown Brand Ale Aged In Bourbon Barrels,Amos Howard's Brew Pub,4.5,5,4,American Barleywine,4,4.5,10
69537,Pearl Street Bedwetter Barleywine,Pearl Street Brewery,3.5,3.5,4,American Barleywine,2,4,10
963,Pike Old Bawdy Barley Wine,Pike Pub & Brewery,5,4.5,3.5,American Barleywine,5,5,10
49687,Rhinoceros,Telegraph Brewing Company,5,4.5,4,American Barleywine,5,5,10
43061,Ringneck Bourbon Aged Jackhammer Barleywine,The Brew Kettle Taproom & Smokehouse / Production Works,4,4,4,American Barleywine,4,4,10
14854,Rio Salado Redzilla,Rio Salado Brewing Company,4.5,4,4.5,American Barleywine,4.5,4.5,10
9284,Rochester Mills Barley Wine,Rochester Mills Beer Co.,4.5,4.5,4,American Barleywine,4,4,10
36528,Seven Mules Kick Ass Ale,Mishawaka Brewing Company,5,4,3.5,American Barleywine,5,5,10
57830,Shiver Me Liver,Skagit River Brewery,4,4,4,American Barleywine,4,4,10
32745,Skull Sealer Barleywine,John Harvard's Brewery & Ale House,5,4.5,4.5,American Barleywine,4.5,4.5,10
62121,Sleepy Dog St. Bernard,Sleepy Dog Brewery,4,4,4,American Barleywine,4,4,10
24564,Stumblebus,New Albanian Brewing Company - Pizzeria and Public House,4,4.5,4.5,American Barleywine,4,5,10
38750,Sweetwater Donkey Punch,SweetWater Brewing Company,5,4,4.5,American Barleywine,4.5,4,10
69368,The Creeping Terror,Cigar City Brewing,4,4,4,American Barleywine,4.5,4.5,10
56925,The Woo,Cumberland Brews,4.5,4,4,American Barleywine,4.5,4.5,10
21548,Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,5,4.5,5,American Barleywine,5,4.5,10
12101,Three Sheets Barley Wine,Ballast Point Brewing Company,5,4.5,4.5,American Barleywine,4.5,5,10
39250,Three Sheets Barley Wine Blend (1996 & 2006),Ballast Point Brewing Company,5,4,5,American Barleywine,4.5,5,10
38776,Vermonster,Rock Art Brewery,5,4.5,4,American Barleywine,4.5,4.5,10
3678,Stone Old Guardian Barley Wine Style Ale 2002,Stone Brewing Co.,5,4.5,4.5,American Barleywine,4.5,4,9.91
8294,Stone Old Guardian Barley Wine Style Ale 2003,Stone Brewing Co.,5,5,5,American Barleywine,5,5,9.91
76204,Quercus,Mike Hess Brewing,4.5,4,4,American Barleywine,3.5,4.5,9.9
31691,Sweet Amber Ale,Hawks Brewing,4.5,4.5,4.5,American Barleywine,4.5,4.5,9.9
53574,Twisted Jim,Minneapolis Town Hall Brewery,5,4.5,4,American Barleywine,5,5,9.9
56152,Brewed Witch,Maumee Bay Brewing Company,4.5,4.5,4,American Barleywine,4,4.5,9.8
61263,Heaven And Hell Barleywine,Maui Brewing Co. (Brewpub),4,4,5,American Barleywine,3.5,4.5,9.8
57272,LongShot Mile High Barley Wine Ale,Boston Beer Company (Samuel Adams),5,5,5,American Barleywine,5,5,9.8
21490,Maelstrom ( For SNAB),De Proefbrouwerij (bvba Andelot),5,5,4.5,American Barleywine,4.5,4.5,9.8
4747,Moosekiller Barley Wine Style Ale,Tampa Bay Brewing Co.,4.5,4,4,American Barleywine,4.5,4.5,9.8
22113,Old 320 Barleywine,Max Lager's American Grill & Brewery,4.5,3.5,3.5,American Barleywine,4.5,5,9.8
13950,Old Boneyards Barleywine,Port Brewing Company / Pizza Port,4.5,4,4.5,American Barleywine,4.5,4.5,9.8
11324,Risky Biscuit Barleywine,Great Basin Brewing Co.,4,4,3.5,American Barleywine,4,4,9.8
14735,Solstice D'hiver,Brasserie Dieu Du Ciel,5,4.5,4.5,American Barleywine,5,5,9.8
56265,The Situation,Iron Hill Brewery & Restaurant,4.5,3.5,3.5,American Barleywine,4,4.5,9.8
23271,Twice Bitten Barleywine,Lake Placid Craft Brewing Company,4.5,4,4,American Barleywine,4.5,4.5,9.8
11085,Bourbon Barrel Barley-wine Ale,Beermann's Beerwerks,5,5,5,American Barleywine,4,5,9.75
27644,Barro-Ly Wine,Back Street Brewery,4,4,4,American Barleywine,4,4.5,9.7
34454,Dragonmead Copper Shield Bitter Harvest,Dragonmead Microbrewery,4.5,3.5,4,American Barleywine,4,4,9.7
52791,India Barley Wine,Odell Brewing Company,5,4,4.5,American Barleywine,5,5,9.7
33889,Old Railroad Square Barleywine Ale,Third Street Aleworks,4,3,3.5,American Barleywine,4,4.5,9.7
15199,Old Redwood Square Barleywine,Third Street Aleworks,3.5,4,3.5,American Barleywine,2.5,3.5,9.7
54131,Old Tavern Rat,New Old Lompoc Brewery,4.5,4.5,3.5,American Barleywine,4,4,9.7
73201,Orange Blossom Barley Wine,Green Room Brewing,4.5,4,4,American Barleywine,4,4,9.7
55921,Sun Up Barleywine,Sun Up Brewing Co.,4,3.5,3.5,American Barleywine,3.5,3.5,9.7
76455,Abita Select Barleywine,Abita Brewing Co.,3.5,4,4,American Barleywine,3.5,3.5,9.6
36185,Backburner (Imperial Barley Wine Style Ale),Southern Tier Brewing Company,5,4.5,4.5,American Barleywine,4.5,5,9.6
63603,Fysus,Ale Industries,5,4.5,4.5,American Barleywine,4.5,4.5,9.6
15753,Iron Hill Golden Hoppy Barleywine,Iron Hill Brewery & Restaurant,4,4.5,4.5,American Barleywine,4.5,4,9.6
27470,McConnell's Revenge,John Harvard's Brewery & Ale House,4,4.5,4,American Barleywine,4.5,4.5,9.6
57577,Moose Juice Barleywine,St. Elias Brewing Company,4,4.5,4,American Barleywine,4,4.5,9.6
45841,Noggin Floggin (Bourbon Barrel Aged),Hopworks Urban Brewery,4.5,4,4,American Barleywine,4.5,4.5,9.6
30472,Panacea,Sly Fox Brewing Company,4,4,4.5,American Barleywine,4.5,4.5,9.6
2671,Sierra Nevada Bigfoot Barleywine Style Ale,Sierra Nevada Brewing Co.,5,4.5,4.5,American Barleywine,4.5,5,9.6
67714,10th Anniversary Oak Aged Rye Barleywine,Papago Brewing,3.5,3,4,American Barleywine,4,3.5,9.5
46203,3 Sheets Barleywine,Ballast Point Brewing Company,5,4.5,4,American Barleywine,4,5,9.5
39006,Ard Ri,Upland Brewing Company,5,4,4.5,American Barleywine,4.5,4.5,9.5
37862,Back Track,Elk Head Brewing Company,4,4,3.5,American Barleywine,3.5,4,9.5
41350,Barbarian Barley Wine,Port Brewing Company / Pizza Port,4.5,4,4,American Barleywine,4,4,9.5
42792,Batch 1092,Bear Republic Brewing Co.,5,4.5,4,American Barleywine,4.5,5,9.5
14393,Blue Monk Barley Wine,Brewsters Brewing Company & Restaurant - Oliver Square,4.5,4,4.5,American Barleywine,5,4,9.5
45529,Double Whiskey,Barley Brown's Brewpub,4,3.5,4.5,American Barleywine,4,4,9.5
1894,Druid Fluid,"Middle Ages Brewing Co., Ltd.",5,4,4,American Barleywine,5,5,9.5
55044,Extra 2009,Birrificio Freccia,4,3.5,3,American Barleywine,3.5,3.5,9.5
67472,Galaxy Hopped Barleywine Ale (Brothers' Reserve Series),Widmer Brothers Brewing Company,4.5,4,4.5,American Barleywine,4.5,4.5,9.5
795,Holidale,Berkshire Brewing Company Inc.,5,5,4,American Barleywine,4,4.5,9.5
64634,Holidale Dry-Hopped With Amarillo Hops,Berkshire Brewing Company Inc.,3.5,4,3.5,American Barleywine,2.5,3.5,9.5
22202,Mean Old John's Barleywine,Alameda Brewhouse,4.5,4.5,4,American Barleywine,3.5,4.5,9.5
29423,Old Gander Barley Wine,Snowgoose Restaurant & Pub / Sleeping Lady Brewing Company,5,5,5,American Barleywine,5,5,9.5
10009,Old Musty Barleywine,C.H. Evans Brewing Company,5,5,4,American Barleywine,4.5,4.5,9.5
29511,Old Scouters Barley Wine,Bear Republic Brewing Co.,4,4,3,American Barleywine,3,4,9.5
56132,Orion,Triple Rock Brewery & Alehouse,4.5,4,4,American Barleywine,4,4.5,9.5
34512,Resolution Ale,Mishawaka Brewing Company,4,4,4,American Barleywine,4,4,9.5
50551,Sasquatch,Iron Hill Brewery & Restaurant,4,4,4,American Barleywine,4,4,9.5
14265,Stone Old Guardian Barley Wine Style Ale 2000,Stone Brewing Co.,5,5,4.5,American Barleywine,5,5,9.44
14433,Almighty Barleywine,Minneapolis Town Hall Brewery,4,4.5,4,American Barleywine,4.5,4.5,9.4
65783,Lil' Warmer,Cigar City Brewing,5,4.5,4,American Barleywine,4,4.5,9.4
4680,McNeill's Bucksnort Barleywine,McNeill's Brewery,4.5,5,4,American Barleywine,4,4.5,9.4
38870,Scratch Beer 4 - 2007,Tröegs Brewing Company,5,4.5,4,American Barleywine,4.5,4.5,9.4
3013,Stone Old Guardian Barley Wine Style Ale 2001,Stone Brewing Co.,5,5,5,American Barleywine,5,5,9.4
13300,Ballards Foxy,Ballard's Brewery Limited,2.5,2,2.5,American Barleywine,2,2.5,9.3
67006,Bourbon Barrel Ard Ri,Upland Brewing Company,5,4,4,American Barleywine,4,4.5,9.3
48224,Flying Mouflan,Tröegs Brewing Company,5,4.5,4.5,American Barleywine,4,4,9.3
60649,Hopcat Kodiak Killer,HopCat,3.5,4.5,4,American Barleywine,3,4,9.3
5521,Icebreaker Barley Wine,Diamond Knot Brewery,4,4,4,American Barleywine,4,4,9.3
71475,Vin D'orge,Brasserie Dunham,4,4,4,American Barleywine,3.5,4,9.3
40667,Amarillo's Winterwarmer (for PINT),Brouwerij De Molen,4,4.5,4.5,American Barleywine,4,5,9.2
56954,Überschwein (Unfiltered Double Dry Hopped Hog Heaven),Avery Brewing Company,5,4.5,5,American Barleywine,5,4.5,9.2
13297,Ballards Alchemist,Ballard's Brewery Limited,1.5,2,2,American Barleywine,2,2,9.2
40324,Batch One,Amager Bryghus,4.5,4.5,4.5,American Barleywine,4.5,4.5,9.2
6254,Big Band Barley Wine,Lindens Brewing Co.,4,4,4.5,American Barleywine,4.5,4,9.2
27040,Embalmer,North Country Brewing,4.5,3.5,4,American Barleywine,4,4.5,9.2
1490,Hog Heaven Barley Wine,Avery Brewing Company,5,5,5,American Barleywine,5,5,9.2
23230,Oblivion Express,Turtle Mountain Brewing Company,3.5,3,4,American Barleywine,3.5,3.5,9.2
42419,Single Batch Series - Barleywine,Sebago Brewing Company,5,4.5,4,American Barleywine,4,4.5,9.2
8420,Tenaya Creek Winter Solstice Barleywine,Tenaya Creek Brewery,4,4,4,American Barleywine,4,4.5,9.2
66754,The Big 4-2 Barleywine,John Harvard's Brewery & Ale House,4,4,3.5,American Barleywine,4,4.5,9.2
64918,Upsetter Belgian Barleywine,New Old Lompoc Brewery,3.5,3.5,4,American Barleywine,3.5,4,9.2
70003,White Birch Apprentice Series Camp Travis,White Birch Brewing,4.5,4,4,American Barleywine,4,4.5,9.2
27861,Centennial Ale,Summit Station Restaurant & Brewery,3,3.5,3.5,American Barleywine,3.5,3.5,9.1
74893,Columbus Brewing And Fatheads Collaboration - Brewno,Columbus Brewing Company,4.5,3.5,5,American Barleywine,4,4,9.1
15038,Coopersmith's Black Powder Barley Wine,Coopersmith's Pub & Brewing,4.5,4,4,American Barleywine,4.5,4.5,9.1
56531,Dickel Barrel Aged Willi Funkhammer Barleywine,Willimantic Brewing Co.,4,4,4,American Barleywine,4,4,9.1
16645,Goliath Red,BJ's Restaurant & Brewhouse,4,4,4,American Barleywine,4,4,9.1
68345,2010 Reserve Old Boardhead Barley Wine Ale,Full Sail Brewery & Tasting Room & Pub,4,3,5,American Barleywine,3,3,9
56187,Barkley's Sour Horn,Anderson Valley Brewing Company,4,3.5,3.5,American Barleywine,3,4.5,9
14272,Barley Wine 2002,Pump House Brewery,4.5,4,4,American Barleywine,3.5,4.5,9
14271,Barley Wine 2003,Pump House Brewery,4,3.5,3.5,American Barleywine,4,4,9
41396,Barleywine #8,Tenaya Creek Brewery,4,3,2,American Barleywine,3,4,9
64374,Barleywine 2010,Boquébière,3.5,5,4.5,American Barleywine,3.5,2.5,9
62496,Biertruppe Vintage,Micro Cervejaria Bamberg,4,4.5,3.5,American Barleywine,3.5,4,9
22353,Big Bad Barleywine,Bethlehem Brew Works,4.5,4,4.5,American Barleywine,4.5,4,9
74741,Bultersberg Barley Wine,First Draft - Niagara College Teaching Brewery,3.5,3,3.5,American Barleywine,4,3.5,9
49944,Captain Swing,Hopfenstark,4,4,3.5,American Barleywine,3,3.5,9
34831,Columbus Barley Wine,Columbus Brewing Company,4,4,4,American Barleywine,4,4,9
53571,Corps Mort,À l’abri de la Tempête,4.5,4.5,4,American Barleywine,4,4.5,9
45984,Dunedin Barrel Aged Spatz BarkeyWine,Dunedin Brewery,4,4,4,American Barleywine,4,4.5,9
45983,Dunedin Spatz BarkeyWine Barley Wine Style Ale,Dunedin Brewery,4.5,3.5,4,American Barleywine,4,4,9
7326,Freedom Ale,Tun Tavern,4.5,5,4,American Barleywine,4.5,5,9
23562,Heavens Door,Hamanako Brewery,5,3.5,3,American Barleywine,4.5,4.5,9
69934,Nano Series: Hops & Dreams,The Bruery,4,4,4,American Barleywine,4,3.5,9
27296,Nite Train Barleywine,Red Car Brewery and Restaurant,3.5,3.5,3.5,American Barleywine,4,4,9
21364,Old Boardhead Barleywine Ale,Full Sail Brewery & Tasting Room & Pub,5,4,4,American Barleywine,5,5,9
69617,Old Boardhead Barleywine Ale (Brewmaster Reserve 2011),Full Sail Brewery & Tasting Room & Pub,3.5,4,3,American Barleywine,3,3,9
65162,Provisions Series: Old Richland,The Bruery,5,5,3,American Barleywine,4,5,9
15401,The Cowboy Double Barrel Barley Wine,The Cowboy Restaurant & Brewery,3.5,3,3,American Barleywine,3.5,3,9
76105,Three Sheets - Rum Barrel Aged,Ballast Point Brewing Company,4.5,5,4,American Barleywine,4.5,4,9
76107,"Three Sheets - Syrah, Brandy, And Bourbon Barrel Aged",Ballast Point Brewing Company,4.5,4.5,4,American Barleywine,4.5,4.5,9
35060,Three Sheets Barleywine (Barrel Aged),Ballast Point Brewing Company,4.5,4.5,3,American Barleywine,4,4,9
56308,Three Sheets Barleywine (Syrah Barrel Aged),Ballast Point Brewing Company,4.5,4,4,American Barleywine,4,4,9
66609,White Birch Barley Wine Ale,White Birch Brewing,4.5,4.5,4,American Barleywine,4.5,4.5,9
23302,Icarus,Goose Island Beer Co.,5,4,3.5,American Barleywine,5,4.5,8.9
52175,Old Clam Digger,Harmon Restaurant & Brewery,4,4,4,American Barleywine,4.5,4,8.9
68152,Gatlin Damnosus,Anderson Valley Brewing Company,4,4,4.5,American Barleywine,4,4,8.8
64741,V.S.O.B.,Anderson Valley Brewing Company,4,4,4,American Barleywine,4,3.5,8.8
41636,Big Sky Old Blue Hair Bourbon Aged 2006,Big Sky Brewing Company,4.5,4.5,3.5,American Barleywine,4,4,8.75
6784,Broad Street Barley Wine,Appalachian Brewing Company,5,4,4,American Barleywine,4,4,8.7
48671,The Big 4-0 Barleywine,John Harvard's Brewery & Ale House,4,4,4,American Barleywine,3.5,4,8.7
4170,Horn Of The Beer,Anderson Valley Brewing Company,4.5,4,3.5,American Barleywine,4,4,8.6
10458,Marley's Gnarley Barley Wine,Draught House Pub & Brewery,4.5,4,3.5,American Barleywine,4,4,8.5
75595,R2K (Bourbon Barrel-aged Barleywine),OPA-OPA Steakhouse & Brewery,4.5,4,4.5,American Barleywine,4.5,4.5,8.5
23114,Balboa's Vintage Barleywine,Karl Strauss Brewing Company,3.5,3.5,4,American Barleywine,3,3.5,8.4
16210,Aberration Barleywine,Goose Island Beer Co.,3.5,3,3,American Barleywine,3,3.5,8.1
50362,7th Anniversary,Maihama Beer Koubou Harvestmoon Brewery At Roti's House,4,4,4,American Barleywine,3,4,8
69058,Ben Nevis Barley Wine,Beer Works,4,3.5,3,American Barleywine,4,4.5,8
65653,Broad Shoulders Barleywine,Goose Island Beer Co.,4.5,4.5,3.5,American Barleywine,4,4.5,8
